Responsible_actor;SUMleges;Case ID;label;Aanleg (Uitvoeren werk of werkzaamheid);Bouw;Brandveilig gebruik (melding);Brandveilig gebruik (vergunning);Gebiedsbescherming;Handelen in strijd met regels RO;Inrit/Uitweg;Kap;Milieu (melding);Milieu (neutraal wijziging);Milieu (omgevingsvergunning beperkte milieutoets);Milieu (vergunning);Monument;Reclame;Sloop;Activity;monitoringResource;question;org:resource;time:timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases
560521;186.51375;20210954;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_0;560521;True;560530;2013-01-24 10:50:19;650;1;3;10;0.08333333333333333;49670.316666666666;46;80
560521;186.51375;20210954;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2;560521;EMPTY;560530;2013-01-24 10:52:08;652;1;3;10;0.0;49672.13333333333;47;80
560521;186.51375;20210954;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_1;560521;EMPTY;560530;2013-01-24 10:52:08;652;1;3;10;0.0;49672.13333333333;48;80
560521;186.51375;20210954;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_4;560521;EMPTY;560530;2013-01-24 10:52:08;652;1;3;10;1.8166666666666667;49672.13333333333;49;80
560521;186.51375;20210954;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_3;560521;EMPTY;560530;2013-01-24 10:52:13;652;1;3;10;0.08333333333333333;49672.21666666667;50;80
560521;186.51375;20210954;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_515;560521;EMPTY;560530;2013-01-24 10:52:14;652;1;3;10;0.016666666666666666;49672.23333333333;51;80
560521;186.51375;20210954;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_519;560521;False;560530;2013-01-24 10:52:15;652;1;3;10;0.016666666666666666;49672.25;52;80
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;02_DRZ_010;560530;False;560530;2013-01-24 16:17:25;977;1;3;16;0.0;24077.416666666668;7;80
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_030_2;560530;EMPTY;560530;2013-01-24 16:17:25;977;1;3;16;0.0;24077.416666666668;8;80
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_030_1;560521;EMPTY;560530;2013-01-24 16:17:25;977;1;3;16;20271.216666666667;24077.416666666668;9;80
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;04_BPT_005;560530;False;560530;2013-01-24 16:17:28;977;1;3;16;0.05;24077.466666666667;10;80
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;04_BPT_010;560530;False;560530;2013-01-24 16:17:29;977;1;3;16;0.016666666666666666;24077.483333333334;11;80
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;04_BPT_020;560530;Regulier;560530;2013-01-24 16:17:31;977;1;3;16;0.0;24077.516666666666;12;80
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;04_BPT_021;560530;EMPTY;560530;2013-01-24 16:17:31;977;1;3;16;0.0;24077.516666666666;13;80
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;04_BPT_029;560530;EMPTY;560530;2013-01-24 16:17:31;977;1;3;16;0.03333333333333333;24077.516666666666;14;80
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;04_BPT_030;560530;False;560530;2013-01-24 16:17:33;977;1;3;16;0.03333333333333333;24077.55;15;80
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_065_0;560530;False;560530;2013-01-24 16:17:41;977;1;3;16;0.13333333333333333;24077.683333333334;16;80
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_110_0;560530;False;560530;2013-01-24 16:17:45;977;1;3;16;0.0;24077.75;17;80
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_180;560530;False;560530;2013-01-24 16:17:45;977;1;3;16;0.06666666666666667;24077.75;18;80
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;08_AWB45_005;560530;True;560530;2013-01-24 16:18:11;978;1;3;16;0.0;24078.183333333334;19;80
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_195;560530;EMPTY;560530;2013-01-24 16:18:11;978;1;3;16;0.43333333333333335;24078.183333333334;20;80
4634935;276.504;4577041;regular;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;01_HOOFD_530;4634935;EMPTY;560532;2013-01-24 23:00:00;1380;1;3;23;5760.0;604800.0;84;80
4634935;1267.9563;4594026;deviant;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_530;4634935;EMPTY;560532;2013-01-24 23:00:00;1380;1;3;23;0.0;584640.0;80;80
4634935;1267.9563;4594026;deviant;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_530;4634935;EMPTY;560532;2013-01-24 23:00:00;1380;1;3;23;5760.0;584640.0;81;80
4634935;276.504;3993145;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_530;4634935;EMPTY;560532;2013-01-27 23:00:00;1380;1;6;23;9530.45;865500.0;79;80
560521;206.535;20011716;regular;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10_UOV_050_3;560521;EMPTY;560521;2013-01-28 13:34:50;814;1;0;13;61354.833333333336;170854.83333333334;48;80
560521;206.535;20011716;regular;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10_UOV_060;560521;False;560521;2013-01-28 13:34:55;814;1;0;13;0.08333333333333333;170854.91666666666;49;80
560521;206.535;20011716;regular;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;11_AH_II_010;560521;False;560521;2013-01-28 13:34:56;814;1;0;13;0.0;170854.93333333332;50;80
560521;206.535;20011716;regular;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_490_2;560521;False;560521;2013-01-28 13:34:56;814;1;0;13;0.0;170854.93333333332;51;80
560521;206.535;20011716;regular;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1;560521;EMPTY;560521;2013-01-28 13:34:56;814;1;0;13;0.016666666666666666;170854.93333333332;52;80
560521;143.31;20014377;regular;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;01_BB_540;560521;False;560458;2013-01-28 13:35:16;815;1;0;13;0.0;172295.26666666666;62;80
560521;143.31;20014377;regular;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;01_BB_770;560521;EMPTY;560458;2013-01-28 13:35:16;815;1;0;13;66568.01666666666;172295.26666666666;63;80
560521;143.31;20014377;regular;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_810;560521;EMPTY;560458;2013-01-28 13:35:17;815;1;0;13;0.0;172295.28333333333;64;80
560521;143.31;20014377;regular;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;01_BB_775;560521;EMPTY;560458;2013-01-28 13:35:17;815;1;0;13;0.016666666666666666;172295.28333333333;65;80
560521;143.31;20014377;regular;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_814;560521;EMPTY;560458;2013-01-28 13:35:18;815;1;0;13;0.0;172295.3;66;80
560521;143.31;20014377;regular;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_815;560521;EMPTY;560458;2013-01-28 13:35:18;815;1;0;13;0.016666666666666666;172295.3;67;80
560521;143.31;20014377;regular;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_820;560521;EMPTY;560458;2013-01-28 13:35:55;815;1;0;13;0.6166666666666667;172295.91666666666;68;79
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10_UOV_030a;560530;EMPTY;560530;2013-01-28 23:00:00;1380;1;0;23;0.0;30240.0;21;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10_UOV_050_2a;560530;EMPTY;560530;2013-01-28 23:00:00;1380;1;0;23;0.0;30240.0;22;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_460a;560530;EMPTY;560530;2013-01-28 23:00:00;1380;1;0;23;6161.816666666667;30240.0;23;84
560521;1446.217;20278447;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010;560532;EMPTY;560532;2013-01-28 23:00:00;1380;1;0;23;0.0;0.0;1;84
4634935;0.0;20283318;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_010;560530;EMPTY;560532;2013-01-28 23:00:00;1380;1;0;23;0.0;0.0;1;84
4634935;0.0;20283893;deviant;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_010;560530;EMPTY;560532;2013-01-28 23:00:00;1380;1;0;23;0.0;0.0;1;84
4634935;0.0;20286000;regular;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_010;560530;EMPTY;560532;2013-01-28 23:00:00;1380;1;0;23;0.0;0.0;1;84
560521;0.0;20351242;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010;560521;EMPTY;560532;2013-01-28 23:00:00;1380;1;0;23;0.0;0.0;1;84
560521;206.535;20011716;regular;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_099;560521;False;560530;2013-01-29 09:45:21;585;1;1;9;1210.4166666666667;172065.35;53;84
560521;206.535;20011716;regular;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_490_4;560521;EMPTY;560530;2013-01-29 10:01:49;601;1;1;10;16.466666666666665;172081.81666666668;54;84
560521;206.535;20011716;regular;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_491;560521;False;560530;2013-01-29 10:01:50;601;1;1;10;0.016666666666666666;172081.83333333334;55;84
560521;1446.217;20278447;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_011;560521;False;560532;2013-01-29 10:10:37;610;1;1;10;0.0;670.6166666666667;2;84
560521;1446.217;20278447;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020;560521;True;560532;2013-01-29 10:10:37;610;1;1;10;0.0;670.6166666666667;3;84
560521;1446.217;20278447;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;03_GBH_005;560521;True;560532;2013-01-29 10:10:37;610;1;1;10;0.0;670.6166666666667;4;84
560521;1446.217;20278447;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;16_LGSV_010;560521;False;560532;2013-01-29 10:10:37;610;1;1;10;0.0;670.6166666666667;5;84
560521;1446.217;20278447;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015;560521;EMPTY;560532;2013-01-29 10:10:37;610;1;1;10;670.6166666666667;670.6166666666667;6;84
560521;1446.217;20278447;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;02_DRZ_010;560521;False;560532;2013-01-29 10:10:39;610;1;1;10;0.0;670.65;7;84
560521;1446.217;20278447;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_030_1;560521;EMPTY;560532;2013-01-29 10:10:39;610;1;1;10;0.03333333333333333;670.65;8;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;08_AWB45_005;560521;True;560530;2013-01-29 10:31:57;631;1;1;10;0.0;10771.95;19;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_195;560530;EMPTY;560530;2013-01-29 10:31:57;631;1;1;10;9847.316666666668;10771.95;20;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_196;560530;False;560530;2013-01-29 10:32:02;632;1;1;10;0.0;10772.033333333333;21;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_200;560530;False;560530;2013-01-29 10:32:02;632;1;1;10;0.08333333333333333;10772.033333333333;22;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_250_1;560530;EMPTY;560530;2013-01-29 10:32:05;632;1;1;10;0.05;10772.083333333334;23;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_250_2;560530;EMPTY;560530;2013-01-29 10:32:07;632;1;1;10;0.03333333333333333;10772.116666666667;24;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_330;560530;False;560530;2013-01-29 10:32:18;632;1;1;10;0.0;10772.3;25;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;09_AH_I_010;560530;False;560530;2013-01-29 10:32:18;632;1;1;10;0.0;10772.3;26;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_380;560530;False;560530;2013-01-29 10:32:18;632;1;1;10;0.0;10772.3;27;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_430;560530;False;560530;2013-01-29 10:32:18;632;1;1;10;0.0;10772.3;28;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;11_AH_II_010;560530;False;560530;2013-01-29 10:32:18;632;1;1;10;0.0;10772.3;29;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_370;560530;EMPTY;560530;2013-01-29 10:32:18;632;1;1;10;0.0;10772.3;30;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_375;560530;EMPTY;560530;2013-01-29 10:32:18;632;1;1;10;0.18333333333333332;10772.3;31;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;13_CRD_010;560530;False;560530;2013-01-29 10:32:21;632;1;1;10;0.0;10772.35;32;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_480;560530;False;560530;2013-01-29 10:32:21;632;1;1;10;0.0;10772.35;33;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_1;560530;EMPTY;560530;2013-01-29 10:32:21;632;1;1;10;0.05;10772.35;34;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_2;560530;False;560530;2013-01-29 10:40:55;640;1;1;10;0.0;10780.916666666666;35;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_1a;560530;EMPTY;560530;2013-01-29 10:40:55;640;1;1;10;8.566666666666666;10780.916666666666;36;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_491;560530;False;560530;2013-01-29 10:56:29;656;1;1;10;0.0;10796.483333333334;37;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_4;560530;EMPTY;560530;2013-01-29 10:56:29;656;1;1;10;0.0;10796.483333333334;38;84
560530;144.996;20227082;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_494a;560530;EMPTY;560530;2013-01-29 10:56:29;656;1;1;10;15.566666666666666;10796.483333333334;39;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_196;560530;True;560530;2013-01-29 12:17:29;737;1;1;12;0.0;31037.483333333334;24;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_197;560530;EMPTY;560530;2013-01-29 12:17:29;737;1;1;12;797.4833333333333;31037.483333333334;25;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_210_0;560530;False;560530;2013-01-29 12:17:34;737;1;1;12;0.08333333333333333;31037.566666666666;26;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_270;560530;False;560530;2013-01-29 12:17:35;737;1;1;12;0.016666666666666666;31037.583333333332;27;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_250_1;560530;EMPTY;560530;2013-01-29 12:17:37;737;1;1;12;0.03333333333333333;31037.616666666665;28;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_250_2;560530;EMPTY;560530;2013-01-29 12:17:40;737;1;1;12;0.05;31037.666666666668;29;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_330;560530;False;560530;2013-01-29 12:17:41;737;1;1;12;0.0;31037.683333333334;30;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;09_AH_I_010;560530;False;560530;2013-01-29 12:17:41;737;1;1;12;0.016666666666666666;31037.683333333334;31;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_380;560530;False;560530;2013-01-29 12:17:42;737;1;1;12;0.0;31037.7;32;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_370;560530;EMPTY;560530;2013-01-29 12:17:42;737;1;1;12;0.0;31037.7;33;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_440_1;560530;EMPTY;560530;2013-01-29 12:17:42;737;1;1;12;0.0;31037.7;34;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_375;560530;EMPTY;560530;2013-01-29 12:17:42;737;1;1;12;0.016666666666666666;31037.7;35;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_440_1a;560530;EMPTY;560530;2013-01-29 12:30:04;750;1;1;12;12.366666666666667;31050.066666666666;36;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_440_2;560530;EMPTY;560530;2013-01-29 12:32:48;752;1;1;12;0.0;31052.8;37;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_445;560530;EMPTY;560530;2013-01-29 12:32:48;752;1;1;12;2.7333333333333334;31052.8;38;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_446;560530;False;560530;2013-01-29 12:32:50;752;1;1;12;0.0;31052.833333333332;39;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_450;560530;other;560530;2013-01-29 12:32:50;752;1;1;12;0.0;31052.833333333332;40;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_455;560530;False;560530;2013-01-29 12:32:50;752;1;1;12;0.0;31052.833333333332;41;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_459;560530;EMPTY;560530;2013-01-29 12:32:50;752;1;1;12;0.0;31052.833333333332;42;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_460;560530;EMPTY;560530;2013-01-29 12:32:50;752;1;1;12;0.03333333333333333;31052.833333333332;43;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10_UOV_010;560530;True;560530;2013-01-29 12:33:35;753;1;1;12;0.0;31053.583333333332;44;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_465;560530;EMPTY;560530;2013-01-29 12:33:35;753;1;1;12;0.0;31053.583333333332;45;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10_UOV_030;560530;EMPTY;560530;2013-01-29 12:33:35;753;1;1;12;0.75;31053.583333333332;46;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10_UOV_039;560530;False;560530;2013-01-29 12:33:38;753;1;1;12;0.05;31053.633333333335;47;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10_UOV_050_0;560530;False;560530;2013-01-29 12:33:44;753;1;1;12;0.0;31053.733333333334;48;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10_UOV_050_2;560530;EMPTY;560530;2013-01-29 12:33:44;753;1;1;12;0.1;31053.733333333334;49;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10_UOV_050_3;560530;EMPTY;560530;2013-01-29 12:33:51;753;1;1;12;0.11666666666666667;31053.85;50;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;10_UOV_060;560530;False;560530;2013-01-29 12:33:53;753;1;1;12;0.03333333333333333;31053.883333333335;51;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;11_AH_II_010;560530;False;560530;2013-01-29 12:33:54;753;1;1;12;0.016666666666666666;31053.9;52;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;13_CRD_010;560530;False;560530;2013-01-29 12:33:57;753;1;1;12;0.0;31053.95;53;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_1;560530;EMPTY;560530;2013-01-29 12:33:57;753;1;1;12;0.05;31053.95;54;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_2;560530;False;560530;2013-01-29 12:34:08;754;1;1;12;0.0;31054.133333333335;55;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_1a;560530;EMPTY;560530;2013-01-29 12:34:08;754;1;1;12;0.18333333333333332;31054.133333333335;56;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_490_4;560530;EMPTY;560530;2013-01-29 12:34:35;754;1;1;12;0.45;31054.583333333332;57;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_491;560530;False;560530;2013-01-29 12:34:36;754;1;1;12;0.0;31054.6;58;84
560530;144.996;20235405;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;01_HOOFD_494a;560530;EMPTY;560530;2013-01-29 12:34:36;754;1;1;12;0.016666666666666666;31054.6;59;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_099;560519;False;560519;2013-01-29 13:31:36;811;1;1;13;250847.1;252931.6;21;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_110_2;560519;EMPTY;560519;2013-01-29 13:31:40;811;1;1;13;0.06666666666666667;252931.66666666666;22;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_180;560519;False;560519;2013-01-29 13:31:41;811;1;1;13;0.016666666666666666;252931.68333333332;23;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;08_AWB45_005;560519;True;560519;2013-01-29 13:31:43;811;1;1;13;0.03333333333333333;252931.71666666667;24;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_196;560519;False;560519;2013-01-29 13:31:44;811;1;1;13;0.0;252931.73333333334;25;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_200;560519;False;560519;2013-01-29 13:31:44;811;1;1;13;0.0;252931.73333333334;26;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_195;560519;EMPTY;560519;2013-01-29 13:31:44;811;1;1;13;0.016666666666666666;252931.73333333334;27;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_270;560519;False;560519;2013-01-29 13:31:45;811;1;1;13;0.016666666666666666;252931.75;28;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_250_1;560519;EMPTY;560519;2013-01-29 13:32:15;812;1;1;13;0.5;252932.25;29;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_250_2;560519;EMPTY;560519;2013-01-29 13:32:17;812;1;1;13;0.03333333333333333;252932.28333333333;30;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_330;560519;False;560519;2013-01-29 13:32:19;812;1;1;13;0.03333333333333333;252932.31666666668;31;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;09_AH_I_010;560519;False;560519;2013-01-29 13:32:20;812;1;1;13;0.0;252932.33333333334;32;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_370;560519;EMPTY;560519;2013-01-29 13:32:20;812;1;1;13;0.016666666666666666;252932.33333333334;33;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_380;560519;False;560519;2013-01-29 13:32:21;812;1;1;13;0.0;252932.35;34;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_375;560519;EMPTY;560519;2013-01-29 13:32:21;812;1;1;13;0.016666666666666666;252932.35;35;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_440_1;560519;EMPTY;560519;2013-01-29 13:32:22;812;1;1;13;0.016666666666666666;252932.36666666667;36;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_440_2;560519;EMPTY;560519;2013-01-29 13:57:43;837;1;1;13;0.0;252957.71666666667;37;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_445;560519;EMPTY;560519;2013-01-29 13:57:43;837;1;1;13;25.35;252957.71666666667;38;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_446;560519;False;560519;2013-01-29 13:57:47;837;1;1;13;0.06666666666666667;252957.78333333333;39;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_450;560519;other;560519;2013-01-29 13:57:48;837;1;1;13;0.0;252957.8;40;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;01_HOOFD_455;560519;False;560519;2013-01-29 13:57:48;837;1;1;13;0.016666666666666666;252957.8;41;84
560519;345.63;19946771;regular;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;10_UOV_010;560519;True;560519;2013-01-29 13:57:56;837;1;1;13;0.0;252957.93333333332;42;84
