Responsible_actor;SUMleges;Case ID;label;Aanleg (Uitvoeren werk of werkzaamheid);Bouw;Brandveilig gebruik (melding);Brandveilig gebruik (vergunning);Flora en Fauna;Gebiedsbescherming;Handelen in strijd met regels RO;Inrit/Uitweg;Kap;Milieu (melding);Milieu (neutraal wijziging);Milieu (omgevingsvergunning beperkte milieutoets);Milieu (vergunning);Monument;Reclame;Sloop;Activity;monitoringResource;question;org:resource;time:timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases
560454;549.636;5249259;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_4;560741;EMPTY;560741;2012-12-05 10:04:18;604;12;2;10;0.5666666666666667;69844.3;53;49
560454;549.636;5249259;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_515;560741;EMPTY;560741;2012-12-05 10:04:19;604;12;2;10;0.016666666666666666;69844.31666666667;54;49
560454;549.636;5249259;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_519;560741;False;560741;2012-12-05 10:04:44;604;12;2;10;0.4166666666666667;69844.73333333334;55;49
560696;23740.566000000003;5341025;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;01_HOOFD_495;560749;EMPTY;560749;2012-12-05 12:20:07;740;12;2;12;800.1166666666667;39680.11666666667;38;49
560696;23740.566000000003;5341025;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;01_HOOFD_500;560749;45;560749;2012-12-05 12:20:30;740;12;2;12;0.38333333333333336;39680.5;39;49
560696;23740.566000000003;5341025;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;01_HOOFD_510_0;560749;True;560749;2012-12-05 12:20:37;740;12;2;12;0.11666666666666667;39680.61666666667;40;49
560696;23740.566000000003;5341025;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;01_HOOFD_510_1;560749;EMPTY;560749;2012-12-05 12:30:10;750;12;2;12;9.55;39690.166666666664;41;49
560696;23740.566000000003;5341025;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;01_HOOFD_510_4;560749;EMPTY;560749;2012-12-05 12:30:11;750;12;2;12;0.0;39690.183333333334;42;49
560696;23740.566000000003;5341025;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;01_HOOFD_510_2;560749;EMPTY;560749;2012-12-05 12:30:11;750;12;2;12;0.016666666666666666;39690.183333333334;43;49
560696;23740.566000000003;5341025;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;01_HOOFD_515;560749;EMPTY;560749;2012-12-05 12:30:18;750;12;2;12;0.0;39690.3;44;49
560696;23740.566000000003;5341025;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;01_HOOFD_510_3;560749;EMPTY;560749;2012-12-05 12:30:18;750;12;2;12;0.11666666666666667;39690.3;45;49
560696;23740.566000000003;5341025;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;01_HOOFD_519;560749;False;560749;2012-12-05 12:30:23;750;12;2;12;0.08333333333333333;39690.38333333333;46;48
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_005;2013365;True;2013365;2012-12-05 12:55:11;775;12;2;12;17454.266666666666;58495.183333333334;14;48
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_195;2013365;EMPTY;2013365;2012-12-05 12:55:12;775;12;2;12;0.016666666666666666;58495.2;15;48
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_196;2013365;False;2013365;2012-12-05 12:55:16;775;12;2;12;0.06666666666666667;58495.26666666667;16;48
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200;2013365;False;2013365;2012-12-05 12:55:17;775;12;2;12;0.016666666666666666;58495.28333333333;17;48
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250_1;2013365;EMPTY;2013365;2012-12-05 12:55:18;775;12;2;12;0.016666666666666666;58495.3;18;48
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250_2;2013365;EMPTY;2013365;2012-12-05 12:55:20;775;12;2;12;0.03333333333333333;58495.333333333336;19;48
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_330;2013365;False;2013365;2012-12-05 12:55:24;775;12;2;12;0.06666666666666667;58495.4;20;48
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09_AH_I_010;2013365;False;2013365;2012-12-05 12:55:27;775;12;2;12;0.05;58495.45;21;48
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_370;2013365;EMPTY;2013365;2012-12-05 12:55:29;775;12;2;12;0.0;58495.48333333333;22;48
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_375;2013365;EMPTY;2013365;2012-12-05 12:55:29;775;12;2;12;0.03333333333333333;58495.48333333333;23;48
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_380;2013365;False;2013365;2012-12-05 12:55:31;775;12;2;12;0.03333333333333333;58495.51666666667;24;48
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_430;2013365;False;2013365;2012-12-05 12:55:33;775;12;2;12;0.03333333333333333;58495.55;25;48
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11_AH_II_010;2013365;False;2013365;2012-12-05 12:55:35;775;12;2;12;0.03333333333333333;58495.583333333336;26;48
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13_CRD_010;2013365;False;2013365;2012-12-05 12:55:37;775;12;2;12;0.03333333333333333;58495.61666666667;27;48
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_480;2013365;False;2013365;2012-12-05 12:55:38;775;12;2;12;0.0;58495.63333333333;28;48
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1;2013365;EMPTY;2013365;2012-12-05 12:55:38;775;12;2;12;0.016666666666666666;58495.63333333333;29;48
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1a;2013365;EMPTY;2013365;2012-12-05 12:55:45;775;12;2;12;0.11666666666666667;58495.75;30;48
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_2;2013365;False;2013365;2012-12-05 12:55:46;775;12;2;12;0.016666666666666666;58495.76666666667;31;48
560696;895.2660000000001;5327304;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_495;560749;EMPTY;560749;2012-12-05 13:10:53;790;12;2;13;850.8833333333333;41170.88333333333;38;48
560696;895.2660000000001;5327304;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_500;560749;45;560749;2012-12-05 13:11:08;791;12;2;13;0.25;41171.13333333333;39;48
560696;895.2660000000001;5327304;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_0;560749;True;560749;2012-12-05 13:11:13;791;12;2;13;0.08333333333333333;41171.21666666667;40;48
560696;895.2660000000001;5327304;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_1;560749;EMPTY;560749;2012-12-05 13:14:59;794;12;2;13;3.7666666666666666;41174.98333333333;41;48
560696;895.2660000000001;5327304;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2;560749;EMPTY;560749;2012-12-05 13:15:00;795;12;2;13;0.0;41175.0;42;48
560696;895.2660000000001;5327304;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_4;560749;EMPTY;560749;2012-12-05 13:15:00;795;12;2;13;0.016666666666666666;41175.0;43;48
560696;895.2660000000001;5327304;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_3;560749;EMPTY;560749;2012-12-05 13:15:05;795;12;2;13;0.08333333333333333;41175.083333333336;44;48
560696;895.2660000000001;5327304;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_515;560749;EMPTY;560749;2012-12-05 13:15:06;795;12;2;13;0.016666666666666666;41175.1;45;48
560696;895.2660000000001;5327304;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_519;560749;False;560749;2012-12-05 13:15:10;795;12;2;13;0.06666666666666667;41175.166666666664;46;47
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12_AP_030;2013365;True;2013365;2012-12-05 13:23:59;803;12;2;13;863.9833333333333;81563.98333333334;44;47
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12_AP_050;2013365;other;2013365;2012-12-05 13:24:11;804;12;2;13;0.2;81564.18333333333;45;47
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12_AP_055;2013365;EMPTY;2013365;2012-12-05 13:24:12;804;12;2;13;0.016666666666666666;81564.2;46;47
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12_AP_060;2013365;False;2013365;2012-12-05 13:24:21;804;12;2;13;0.15;81564.35;47;47
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250_1;2013365;EMPTY;2013365;2012-12-05 13:24:23;804;12;2;13;0.03333333333333333;81564.38333333333;48;47
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250_2;2013365;EMPTY;2013365;2012-12-05 13:32:51;812;12;2;13;8.466666666666667;81572.85;49;47
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_330;2013365;False;2013365;2012-12-05 13:32:54;812;12;2;13;0.05;81572.9;50;47
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;09_AH_I_010;2013365;False;2013365;2012-12-05 13:32:56;812;12;2;13;0.03333333333333333;81572.93333333333;51;47
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_370;2013365;EMPTY;2013365;2012-12-05 13:32:57;812;12;2;13;0.016666666666666666;81572.95;52;47
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_375;2013365;EMPTY;2013365;2012-12-05 13:32:58;812;12;2;13;0.016666666666666666;81572.96666666666;53;47
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_380;2013365;False;2013365;2012-12-05 13:32:59;812;12;2;13;0.016666666666666666;81572.98333333334;54;47
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_430;2013365;False;2013365;2012-12-05 13:33:00;813;12;2;13;0.016666666666666666;81573.0;55;47
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11_AH_II_010;2013365;False;2013365;2012-12-05 13:33:02;813;12;2;13;0.03333333333333333;81573.03333333334;56;47
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13_CRD_010;2013365;False;2013365;2012-12-05 13:33:05;813;12;2;13;0.0;81573.08333333333;57;47
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_480;2013365;False;2013365;2012-12-05 13:33:05;813;12;2;13;0.0;81573.08333333333;58;47
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1;2013365;EMPTY;2013365;2012-12-05 13:33:05;813;12;2;13;0.05;81573.08333333333;59;47
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1a;2013365;EMPTY;2013365;2012-12-05 13:33:17;813;12;2;13;0.2;81573.28333333334;60;47
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_2;2013365;False;2013365;2012-12-05 13:33:18;813;12;2;13;0.016666666666666666;81573.3;61;47
3442724;2126.0460000000003;5364697;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;02_DRZ_010;560696;False;560696;2012-12-05 13:39:38;819;12;2;13;21884.966666666667;28239.633333333335;8;47
3442724;2126.0460000000003;5364697;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;04_BPT_005;560696;True;560696;2012-12-05 13:39:56;819;12;2;13;0.0;28239.933333333334;9;47
3442724;2126.0460000000003;5364697;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_061;560696;EMPTY;560696;2012-12-05 13:39:56;819;12;2;13;0.3;28239.933333333334;10;47
3442724;2126.0460000000003;5364697;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_0;560696;False;560696;2012-12-05 14:22:31;862;12;2;14;42.583333333333336;28282.516666666666;11;47
3442724;2126.0460000000003;5364697;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110_0;560696;True;560696;2012-12-05 14:22:44;862;12;2;14;0.21666666666666667;28282.733333333334;12;47
3442724;2126.0460000000003;5364697;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110_1;560696;EMPTY;560696;2012-12-05 14:52:47;892;12;2;14;30.05;28312.783333333333;13;47
3442724;2126.0460000000003;5364697;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110_2;560696;EMPTY;560696;2012-12-05 14:53:20;893;12;2;14;0.55;28313.333333333332;14;47
3442724;2126.0460000000003;5364697;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180;560696;False;560696;2012-12-05 14:54:53;894;12;2;14;1.55;28314.883333333335;15;47
3442724;2126.0460000000003;5364697;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_005;560696;False;560696;2012-12-05 14:57:39;897;12;2;14;2.7666666666666666;28317.65;16;47
3442724;2126.0460000000003;5364697;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;08_AWB45_010;560696;28;560696;2012-12-05 14:57:48;897;12;2;14;0.15;28317.8;17;47
560696;751.956;5245937;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_4;2013365;EMPTY;560749;2012-12-05 15:29:37;929;12;2;15;7617.45;73049.61666666667;49;47
560696;751.956;5245937;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_491;560749;False;560749;2012-12-05 15:29:38;929;12;2;15;0.0;73049.63333333333;50;47
560696;751.956;5245937;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_494a;560749;EMPTY;560749;2012-12-05 15:29:38;929;12;2;15;0.016666666666666666;73049.63333333333;51;47
560696;751.956;5245937;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_495;560749;EMPTY;560749;2012-12-05 15:29:44;929;12;2;15;0.1;73049.73333333334;52;47
560696;751.956;5245937;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_500;560749;45;560749;2012-12-05 15:29:48;929;12;2;15;0.06666666666666667;73049.8;53;47
560696;751.956;5245937;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_0;560749;True;560749;2012-12-05 15:29:52;929;12;2;15;0.06666666666666667;73049.86666666667;54;47
560696;751.956;5245937;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_1;560749;EMPTY;560749;2012-12-05 15:34:25;934;12;2;15;4.55;73054.41666666667;55;47
560696;751.956;5245937;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_3;560749;EMPTY;560749;2012-12-05 15:34:35;934;12;2;15;0.0;73054.58333333333;56;47
560696;751.956;5245937;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_515;560749;EMPTY;560749;2012-12-05 15:34:35;934;12;2;15;0.16666666666666666;73054.58333333333;57;47
560696;751.956;5245937;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_519;560749;False;560749;2012-12-05 15:34:39;934;12;2;15;0.06666666666666667;73054.65;58;47
560696;751.956;5245937;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2;560749;EMPTY;560749;2012-12-05 23:00:00;1380;12;2;23;0.0;73500.0;59;46
560696;751.956;5245937;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_4;560749;EMPTY;560749;2012-12-05 23:00:00;1380;12;2;23;0.0;73500.0;60;46
560696;751.956;5245937;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_5;560749;EMPTY;560749;2012-12-05 23:00:00;1380;12;2;23;0.0;73500.0;61;46
560696;751.956;5245937;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_5a;560749;EMPTY;560749;2012-12-05 23:00:00;1380;12;2;23;0.0;73500.0;62;46
560696;751.956;5245937;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2a;560749;EMPTY;560749;2012-12-05 23:00:00;1380;12;2;23;445.35;73500.0;63;46
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_491;560673;False;560673;2012-12-06 09:07:44;547;12;3;9;0.0;82747.73333333334;62;46
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_494a;560673;EMPTY;560673;2012-12-06 09:07:44;547;12;3;9;0.0;82747.73333333334;63;46
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_4;2013365;EMPTY;560673;2012-12-06 09:07:44;547;12;3;9;1174.4333333333334;82747.73333333334;64;46
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_495;560673;EMPTY;560673;2012-12-06 09:08:28;548;12;3;9;0.7333333333333333;82748.46666666666;65;46
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_500;560673;42;560673;2012-12-06 09:08:33;548;12;3;9;0.08333333333333333;82748.55;66;46
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_0;560673;True;560673;2012-12-06 09:08:37;548;12;3;9;0.06666666666666667;82748.61666666667;67;46
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_1;560673;EMPTY;560673;2012-12-06 09:22:11;562;12;3;9;0.0;82762.18333333333;68;46
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2;560673;EMPTY;560673;2012-12-06 09:22:11;562;12;3;9;0.0;82762.18333333333;69;46
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_4;560673;EMPTY;560673;2012-12-06 09:22:11;562;12;3;9;13.566666666666666;82762.18333333333;70;46
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_515;560673;EMPTY;560673;2012-12-06 09:22:30;562;12;3;9;0.0;82762.5;71;46
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_3;560673;EMPTY;560673;2012-12-06 09:22:30;562;12;3;9;0.31666666666666665;82762.5;72;46
560696;406.32599999999996;5237188;deviant;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_519;560673;False;560673;2012-12-06 09:22:34;562;12;3;9;0.06666666666666667;82762.56666666667;73;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;02_DRZ_010;560673;False;560673;2012-12-06 11:23:23;683;12;3;11;14473.516666666666;22343.383333333335;8;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;04_BPT_005;560673;True;560673;2012-12-06 11:24:56;684;12;3;11;0.0;22344.933333333334;9;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_061;560673;EMPTY;560673;2012-12-06 11:24:56;684;12;3;11;1.55;22344.933333333334;10;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_065_0;560673;False;560673;2012-12-06 11:25:00;685;12;3;11;0.06666666666666667;22345.0;11;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_110_0;560673;False;560673;2012-12-06 11:25:06;685;12;3;11;0.1;22345.1;12;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_180;560673;False;560673;2012-12-06 11:25:07;685;12;3;11;0.016666666666666666;22345.116666666665;13;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;08_AWB45_005;560673;True;560673;2012-12-06 11:25:10;685;12;3;11;0.0;22345.166666666668;14;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_195;560673;EMPTY;560673;2012-12-06 11:25:10;685;12;3;11;0.05;22345.166666666668;15;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_196;560673;False;560673;2012-12-06 11:25:13;685;12;3;11;0.0;22345.216666666667;16;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_200;560673;False;560673;2012-12-06 11:25:13;685;12;3;11;0.05;22345.216666666667;17;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_250_1;560673;EMPTY;560673;2012-12-06 11:25:14;685;12;3;11;0.016666666666666666;22345.233333333334;18;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_250_2;560673;EMPTY;560673;2012-12-06 11:25:15;685;12;3;11;0.016666666666666666;22345.25;19;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_330;560673;False;560673;2012-12-06 11:25:18;685;12;3;11;0.05;22345.3;20;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;09_AH_I_010;560673;False;560673;2012-12-06 11:25:20;685;12;3;11;0.03333333333333333;22345.333333333332;21;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_370;560673;EMPTY;560673;2012-12-06 11:25:22;685;12;3;11;0.0;22345.366666666665;22;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_375;560673;EMPTY;560673;2012-12-06 11:25:22;685;12;3;11;0.03333333333333333;22345.366666666665;23;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_380;560673;False;560673;2012-12-06 11:25:24;685;12;3;11;0.03333333333333333;22345.4;24;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_430;560673;False;560673;2012-12-06 11:25:26;685;12;3;11;0.03333333333333333;22345.433333333334;25;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;11_AH_II_010;560673;False;560673;2012-12-06 11:25:28;685;12;3;11;0.03333333333333333;22345.466666666667;26;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;13_CRD_010;560673;False;560673;2012-12-06 11:25:32;685;12;3;11;0.0;22345.533333333333;27;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_480;560673;False;560673;2012-12-06 11:25:32;685;12;3;11;0.0;22345.533333333333;28;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_490_1;560673;EMPTY;560673;2012-12-06 11:25:32;685;12;3;11;0.06666666666666667;22345.533333333333;29;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_490_1a;560673;EMPTY;560673;2012-12-06 11:25:38;685;12;3;11;0.1;22345.633333333335;30;45
3069865;0.0;5388764;regular;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_490_2;560673;False;560673;2012-12-06 11:25:39;685;12;3;11;0.016666666666666666;22345.65;31;45
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_4;560749;EMPTY;560749;2012-12-06 23:00:00;1380;12;3;23;0.0;60540.0;32;45
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2;560749;EMPTY;560749;2012-12-06 23:00:00;1380;12;3;23;0.0;60540.0;33;45
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_5a;560749;EMPTY;560749;2012-12-06 23:00:00;1380;12;3;23;0.0;60540.0;34;45
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_5;560749;EMPTY;560749;2012-12-06 23:00:00;1380;12;3;23;0.0;60540.0;35;45
560696;305.166;5290118;regular;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2a;560749;EMPTY;560749;2012-12-06 23:00:00;1380;12;3;23;2044.2333333333333;60540.0;36;45
2013365;296.736;5339751;regular;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;02_DRZ_010;560741;False;2013365;2012-12-07 08:40:34;520;12;4;8;34477.35;43780.566666666666;8;45
2013365;296.736;5339751;regular;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;04_BPT_005;2013365;True;2013365;2012-12-07 08:42:13;522;12;4;8;0.0;43782.21666666667;9;45
2013365;296.736;5339751;regular;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;01_HOOFD_061;2013365;EMPTY;2013365;2012-12-07 08:42:13;522;12;4;8;1.65;43782.21666666667;10;45
