Case ID;Resource;customer;org.resource;product;responsible_section;seriousness;service_level;service_type;support_section;workgroup;Complete Timestamp;remtime;elapsed;Activity;open_cases
1950;Value1;Value120;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-05-28 14:06:24;578793;0;Asss;30
1950;Value1;Value120;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-05-28 14:06:33;578784;9;Tict;30
1950;Value1;Value120;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-04 06:52:57;0;578793;Rslt;14
1951;Value9;Value66;Value9;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2011-04-27 07:10:37;201;0;Asss;13
1951;Value9;Value66;Value9;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2011-04-27 07:10:47;191;10;Tict;13
1951;Value9;Value66;Value9;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2011-04-27 07:13:58;0;201;Rslt;12
1952;Value1;Value221;Value1;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-11-15 13:02:56;519961;0;Asss;37
1952;Value9;Value221;Value9;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-11-18 13:47:49;258068;261893;Tict;42
1952;Value9;Value221;Value9;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-11-21 13:28:57;0;519961;Rslt;38
1954;Value2;Value107;Value2;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2011-01-18 13:21:08;259038;0;Asss;39
1954;Value14;Value107;Value14;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2011-01-19 08:00:28;191878;67160;Tict;38
1954;Value14;Value107;Value14;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2011-01-21 13:18:26;0;259038;Rslt;34
1955;Value1;Value22;Value1;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2012-05-10 11:22:34;441649;0;Asss;34
1955;Value9;Value22;Value9;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2012-05-14 12:05:59;93444;348205;Tict;35
1955;Value9;Value22;Value9;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2012-05-15 14:03:23;0;441649;Rslt;25
1958;Value1;Value30;Value1;Value4;Value1;Value1;Value3;Value1;Value1;Value1;2011-10-14 13:16:34;238969;0;Asss;31
1958;Value1;Value30;Value1;Value4;Value1;Value1;Value3;Value1;Value1;Value1;2011-10-14 13:17:42;238901;68;Asss;31
1958;Value13;Value30;Value13;Value4;Value1;Value1;Value3;Value1;Value1;Value1;2011-10-14 14:15:11;235452;3517;Tict;30
1958;Value13;Value30;Value13;Value4;Value1;Value1;Value3;Value1;Value1;Value1;2011-10-17 07:39:23;0;238969;Rslt;25
1959;Value2;Value56;Value2;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2010-04-28 07:08:10;2629;0;Asss;44
1959;Value2;Value56;Value2;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2010-04-28 07:08:34;2605;24;Tict;44
1959;Value2;Value56;Value2;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2010-04-28 07:51:59;0;2629;Rslt;43
1960;Value1;Value51;Value1;Value13;Value1;Value1;Value2;Value1;Value1;Value1;2012-05-08 09:11:06;596729;0;Asss;41
1960;Value1;Value51;Value1;Value13;Value1;Value1;Value2;Value1;Value1;Value1;2012-05-08 09:11:15;596720;9;Tict;41
1960;Value1;Value51;Value1;Value13;Value1;Value1;Value2;Value1;Value1;Value1;2012-05-15 06:30:57;1538;595191;Wait;33
1960;Value1;Value51;Value1;Value13;Value1;Value1;Value2;Value1;Value1;Value1;2012-05-15 06:56:35;0;596729;Rslt;31
1962;Value13;Value28;Value13;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2012-07-18 14:14:55;57492;0;Asss;28
1962;Value4;Value28;Value4;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2012-07-19 05:48:08;1499;55993;Tict;27
1962;Value4;Value28;Value4;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2012-07-19 06:13:07;0;57492;Rslt;25
1963;Value9;Value66;Value9;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2012-02-07 09:39:35;80670;0;Asss;22
1963;Value9;Value66;Value9;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2012-02-07 09:39:44;80661;9;Tict;22
1963;Value9;Value66;Value9;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2012-02-08 08:04:05;0;80670;Rslt;24
1965;Value15;Value184;Value15;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2012-01-09 10:15:51;791160;0;Inst;34
1965;Value15;Value184;Value15;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2012-01-09 10:16:03;791148;12;Asss;34
1965;Value15;Value184;Value15;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2012-01-09 10:16:28;791123;37;Tict;34
1965;Value15;Value184;Value15;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2012-01-18 14:01:51;0;791160;Rslt;38
1966;Value13;Value11;Value13;Value2;Value1;Value4;Value2;Value1;Value1;Value1;2011-10-14 09:40:54;266650;0;Asss;31
1966;Value13;Value11;Value13;Value2;Value1;Value4;Value2;Value1;Value1;Value1;2011-10-14 09:41:06;266638;12;Tict;31
1966;Value13;Value11;Value13;Value2;Value1;Value4;Value2;Value1;Value1;Value1;2011-10-17 11:45:04;0;266650;Rslt;27
1967;Value1;Value28;Value1;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2012-01-30 10:18:17;2695;0;Asss;27
1967;Value1;Value28;Value1;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2012-01-30 10:18:26;2686;9;Tict;27
1967;Value1;Value28;Value1;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2012-01-30 11:03:12;0;2695;Rslt;26
1967;Value1;Value28;Value1;Value1;Value1;Value1;Value3;Value1;Value1;Value1;2012-01-30 11:03:12;0;2695;Rslt;26
1968;Value4;Value13;Value4;Value1;Value1;Value4;Value3;Value1;Value1;Value1;2012-08-10 06:02:22;2017;0;Asss;42
1968;Value4;Value13;Value4;Value1;Value1;Value4;Value3;Value1;Value1;Value1;2012-08-10 06:03:01;1978;39;Tict;42
1968;Value13;Value13;Value13;Value1;Value1;Value4;Value3;Value1;Value1;Value1;2012-08-10 06:35:59;0;2017;Rslt;41
1969;Value8;Value9;Value8;Value1;Value1;Value2;Value3;Value1;Value1;Value1;2011-03-22 07:19:19;109286;0;Asss;17
1969;Value8;Value9;Value8;Value1;Value1;Value2;Value3;Value1;Value1;Value1;2011-03-22 07:21:04;109181;105;Tict;17
1969;Value13;Value9;Value13;Value1;Value1;Value2;Value3;Value1;Value1;Value1;2011-03-23 13:40:45;0;109286;Rslt;14
1970;Value1;Value55;Value1;Value1;Value1;Value2;Value3;Value1;Value1;Value1;2011-09-12 08:53:36;27033;0;Asss;19
1970;Value10;Value55;Value10;Value1;Value1;Value2;Value3;Value1;Value1;Value1;2011-09-12 16:04:52;1157;25876;Tict;19
1970;Value10;Value55;Value10;Value1;Value1;Value2;Value3;Value1;Value1;Value1;2011-09-12 16:24:09;0;27033;Rslt;18
1971;Value8;Value202;Value8;Value7;Value1;Value2;Value2;Value1;Value1;Value1;2011-02-24 09:30:07;427748;0;Asss;27
1971;Value8;Value202;Value8;Value7;Value1;Value2;Value2;Value1;Value1;Value1;2011-02-24 09:30:31;427724;24;Tict;27
1971;Value15;Value202;Value15;Value7;Value1;Value2;Value2;Value1;Value1;Value1;2011-03-01 08:19:15;0;427748;Rslt;28
1972;Value1;Value9;Value1;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-06-12 12:48:21;2418619;0;Asss;33
1972;Value6;Value9;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-06-14 06:06:07;2269953;148666;Tict;49
1972;Value6;Value9;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-07-10 12:38:40;0;2418619;Rslt;25
1973;Value5;Value92;Value5;Value3;Value1;Value3;Value4;Value2;Value1;Value1;2010-06-03 13:42:45;1102884;0;Inst;13
1973;Value2;Value92;Value2;Value3;Value1;Value2;Value2;Value2;Value1;Value1;2010-06-04 06:30:00;1042449;60435;Asss;13
1973;Value5;Value92;Value5;Value3;Value1;Value2;Value2;Value2;Value1;Value1;2010-06-09 14:39:17;581092;521792;Tict;9
1973;Value2;Value92;Value2;Value3;Value1;Value2;Value2;Value2;Value1;Value1;2010-06-16 08:04:09;0;1102884;Rslt;9
1974;Value1;Value8;Value1;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-05-29 15:01:41;58416;0;Asss;32
1974;Value6;Value8;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-05-30 06:08:49;3988;54428;Tict;32
1974;Value6;Value8;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-05-30 07:15:17;0;58416;Rslt;30
1976;Value15;Value78;Value15;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-11-25 16:14:50;66472;0;Asss;12
1976;Value2;Value78;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-11-26 10:11:17;1885;64587;Tict;14
1976;Value2;Value78;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-11-26 10:42:42;0;66472;Rslt;13
1977;Value13;Value8;Value13;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-06-11 09:37:41;7182;0;Asss;31
1977;Value6;Value8;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-06-11 11:36:48;35;7147;Tict;31
1977;Value6;Value8;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-06-11 11:37:23;0;7182;Rslt;30
1979;Value1;Value52;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-05-22 06:25:24;782660;0;Asss;35
1979;Value4;Value52;Value4;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-05-23 06:19:57;696587;86073;Tict;35
1979;Value4;Value52;Value4;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-05-24 08:29:03;602441;180219;Wait;25
1979;Value4;Value52;Value4;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-05-31 07:49:44;0;782660;Rslt;17
1981;Value2;Value88;Value2;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2010-04-14 08:07:44;1753378;0;Asss;32
1981;Value16;Value88;Value16;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2010-05-04 15:10:29;13;1753365;Asss;36
1981;Value16;Value88;Value16;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2010-05-04 15:10:37;5;1753373;Tict;36
1981;Value16;Value88;Value16;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2010-05-04 15:10:42;0;1753378;Rslt;35
1982;Value1;Value171;Value1;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2012-04-20 11:01:58;2150954;0;Asss;37
1982;Value1;Value171;Value1;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2012-04-30 12:32:48;1281504;869450;Tict;32
1982;Value1;Value171;Value1;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2012-05-15 08:31:12;0;2150954;Rslt;31
1983;Value1;Value69;Value1;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-11-03 12:17:12;1280114;0;Asss;26
1983;Value9;Value69;Value9;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-11-04 08:13:50;1208316;71798;Tict;27
1983;Value9;Value69;Value9;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-11-18 07:52:26;0;1280114;Rslt;41
1984;Value1;Value63;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-12-02 14:16:25;1196224;0;Asss;38
1984;Value9;Value63;Value9;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-12-16 10:33:29;0;1196224;Rslt;26
1985;Value2;Value27;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-04-12 06:42:44;950095;0;Asss;33
1985;Value2;Value27;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-04-13 08:55:27;855732;94363;Tict;32
1985;Value2;Value27;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-04-23 06:37:39;0;950095;Rslt;40
1986;Value8;Value36;Value8;Value6;Value1;Value1;Value2;Value1;Value1;Value1;2011-02-15 10:45:09;1115684;0;Asss;28
1986;Value9;Value36;Value9;Value6;Value1;Value1;Value2;Value1;Value1;Value1;2011-02-15 10:59:24;1114829;855;Tict;27
1986;Value2;Value36;Value2;Value6;Value1;Value1;Value2;Value1;Value1;Value1;2011-02-28 08:39:53;0;1115684;Rslt;31
1988;Value1;Value8;Value1;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-06-06 11:06:21;1033046;0;Asss;25
1988;Value6;Value8;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-06-06 13:23:01;1024846;8200;Tict;25
1988;Value16;Value8;Value16;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-06-18 10:03:47;0;1033046;Rslt;39
1990;Value1;Value49;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-02-24 12:58:55;1112025;0;Asss;36
1990;Value13;Value49;Value13;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-03-06 15:54:53;151067;960958;Tict;25
1990;Value13;Value49;Value13;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-03-08 09:52:40;0;1112025;Rslt;25
1991;Value13;Value14;Value13;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-06-13 09:04:38;9344;0;Asss;14
1991;Value13;Value14;Value13;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-06-13 09:05:13;9309;35;Tict;14
1991;Value13;Value14;Value13;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-06-13 11:40:22;0;9344;Rslt;13
1992;Value13;Value74;Value13;Value11;Value1;Value1;Value2;Value1;Value1;Value1;2012-05-21 12:13:37;240048;0;Asss;29
1992;Value13;Value74;Value13;Value11;Value1;Value1;Value2;Value1;Value1;Value1;2012-05-21 12:13:52;240033;15;Tict;29
1992;Value13;Value74;Value13;Value11;Value1;Value1;Value2;Value1;Value1;Value1;2012-05-24 06:54:25;0;240048;Rslt;26
1993;Value1;Value16;Value1;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2012-03-13 09:51:18;693223;0;Asss;24
1993;Value9;Value16;Value9;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2012-03-19 13:09:45;162916;530307;Tict;20
1993;Value9;Value16;Value9;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2012-03-21 10:25:01;0;693223;Rslt;28
1994;Value1;Value120;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-07-09 14:44:06;63857;0;Asss;29
1994;Value1;Value120;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-07-10 08:28:23;0;63857;Rslt;27
1995;Value4;Value35;Value4;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-04-03 06:50:37;3042199;0;Asss;29
1995;Value6;Value35;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-04-03 11:39:24;3024872;17327;Tict;31
1995;Value16;Value35;Value16;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-04-11 10:21:16;2338360;703839;Wait;22
1995;Value12;Value35;Value12;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-05-08 11:53:56;0;3042199;Rslt;40
1996;Value7;Value322;Value7;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2010-11-19 14:49:35;341901;0;Asss;17
1996;Value2;Value322;Value2;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2010-11-23 13:32:00;956;340945;Tict;13
1996;Value2;Value322;Value2;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2010-11-23 13:47:56;0;341901;Rslt;12
1997;Value2;Value107;Value2;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2011-03-31 07:52:31;83445;0;Asss;13
1997;Value2;Value107;Value2;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2011-03-31 07:53:00;83416;29;Tict;13
1997;Value2;Value107;Value2;Value3;Value1;Value1;Value2;Value1;Value1;Value1;2011-04-01 07:03:16;0;83445;Rslt;14
1998;Value1;Value58;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-05-24 14:21:58;1808181;0;Asss;32
1998;Value13;Value58;Value13;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-05-24 14:39:09;1807150;1031;Tict;32
1998;Value13;Value58;Value13;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-11 11:37:06;262873;1545308;Wait;31
1998;Value13;Value58;Value13;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-14 12:38:19;0;1808181;Rslt;43
1999;Value1;Value323;Value1;Value1;Value1;Value4;Value2;Value1;Value1;Value1;2012-06-28 07:58:41;83839;0;Asss;31
1999;Value1;Value323;Value1;Value1;Value1;Value4;Value2;Value1;Value1;Value1;2012-06-28 07:58:50;83830;9;Tict;31
1999;Value1;Value323;Value1;Value1;Value1;Value4;Value2;Value1;Value1;Value1;2012-06-29 07:15:59;1;83838;Rslt;36
1999;Value1;Value323;Value1;Value1;Value1;Value4;Value2;Value1;Value1;Value1;2012-06-29 07:16:00;0;83839;Rslt;35
2000;Value1;Value51;Value1;Value8;Value1;Value1;Value2;Value1;Value1;Value1;2011-11-28 07:12:10;24179;0;Asss;43
2000;Value1;Value51;Value1;Value8;Value1;Value1;Value2;Value1;Value1;Value1;2011-11-28 13:55:09;0;24179;Rslt;37
2001;Value2;Value8;Value2;Value3;Value6;Value2;Value2;Value2;Value3;Value3;2010-03-29 09:16:26;3220529;0;Asss;26
2001;Value16;Value8;Value16;Value3;Value6;Value2;Value2;Value2;Value3;Value3;2010-03-30 13:27:23;3119072;101457;Tict;27
2001;Value16;Value8;Value16;Value3;Value6;Value2;Value2;Value2;Value3;Value3;2010-03-30 15:55:39;3110176;110353;Wait;27
2001;Value16;Value8;Value16;Value3;Value6;Value2;Value2;Value2;Value3;Value3;2010-05-05 15:50:54;61;3220468;Tict;33
2001;Value16;Value8;Value16;Value3;Value6;Value2;Value2;Value2;Value3;Value3;2010-05-05 15:51:55;0;3220529;Rslt;32
2002;Value9;Value250;Value9;Value5;Value1;Value2;Value2;Value1;Value1;Value1;2012-05-14 08:34:55;1465066;0;Asss;31
2002;Value9;Value250;Value9;Value5;Value1;Value2;Value2;Value1;Value1;Value1;2012-05-14 08:35:26;1465035;31;Tict;31
2002;Value2;Value250;Value2;Value5;Value1;Value2;Value2;Value1;Value1;Value1;2012-05-31 07:32:41;0;1465066;Rslt;18
2004;Value2;Value16;Value2;Value3;Value6;Value1;Value2;Value1;Value5;Value1;2010-02-26 09:32:49;1201870;0;Asss;18
2004;Value2;Value16;Value2;Value3;Value6;Value1;Value2;Value1;Value5;Value1;2010-03-11 16:07:32;54987;1146883;Tict;22
2004;Value2;Value16;Value2;Value3;Value6;Value1;Value2;Value1;Value5;Value1;2010-03-12 07:23:33;26;1201844;Rslt;23
2004;Value2;Value16;Value2;Value3;Value6;Value1;Value2;Value1;Value5;Value1;2010-03-12 07:23:59;0;1201870;Rslt;22
2005;Value2;Value218;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-04-14 14:27:29;1639509;0;Asss;30
2005;Value2;Value218;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-05-03 13:52:34;4;1639505;Tict;39
2005;Value2;Value218;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-05-03 13:52:38;0;1639509;Rslt;38
2006;Value2;Value279;Value2;Value3;Value2;Value2;Value2;Value1;Value3;Value1;2010-02-24 15:03:18;33;0;Asss;19
2006;Value2;Value279;Value2;Value3;Value2;Value2;Value2;Value1;Value3;Value1;2010-02-24 15:03:46;5;28;Tict;19
2006;Value2;Value279;Value2;Value3;Value2;Value2;Value2;Value1;Value3;Value1;2010-02-24 15:03:51;0;33;Rslt;18
2008;Value1;Value92;Value1;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2011-11-03 09:27:56;88209;0;Asss;23
2008;Value12;Value92;Value12;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2011-11-04 09:57:29;36;88173;Tict;30
2008;Value12;Value92;Value12;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2011-11-04 09:58:05;0;88209;Rslt;29
2009;Value1;Value92;Value1;Value3;Value1;Value2;Value2;Value2;Value1;Value4;2011-09-22 06:32:29;28886;0;Asss;38
2009;Value17;Value92;Value17;Value3;Value1;Value2;Value2;Value2;Value1;Value4;2011-09-22 06:44:45;28150;736;Tict;39
2009;Value17;Value92;Value17;Value3;Value1;Value2;Value2;Value2;Value1;Value4;2011-09-22 14:33:55;0;28886;Rslt;41
2011;Value2;Value239;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-10-11 11:41:13;73887;0;Asss;15
2011;Value2;Value239;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-10-11 11:45:40;73620;267;Asss;15
2011;Value14;Value239;Value14;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-10-12 08:12:07;33;73854;Tict;14
2011;Value14;Value239;Value14;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-10-12 08:12:40;0;73887;Rslt;13
2012;Value2;Value25;Value2;Value5;Value1;Value1;Value2;Value1;Value1;Value1;2012-07-26 11:25:06;8989;0;Asss;52
2012;Value2;Value25;Value2;Value5;Value1;Value1;Value2;Value1;Value1;Value1;2012-07-26 11:26:11;8924;65;Tict;52
2012;Value2;Value25;Value2;Value5;Value1;Value1;Value2;Value1;Value1;Value1;2012-07-26 13:54:55;0;8989;Rslt;45
2014;Value1;Value90;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-07 06:09:55;1912658;0;Asss;26
2014;Value9;Value90;Value9;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-18 09:44:34;949379;963279;Tict;38
2014;Value9;Value90;Value9;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-20 11:44:40;769373;1143285;Wait;31
2014;Value9;Value90;Value9;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-06-29 09:27:33;0;1912658;Rslt;33
2015;Value8;Value16;Value8;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2011-05-18 07:15:16;2838;0;Asss;23
2015;Value8;Value16;Value8;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2011-05-18 07:15:41;2813;25;Tict;23
2015;Value8;Value16;Value8;Value1;Value1;Value2;Value2;Value1;Value1;Value1;2011-05-18 08:02:34;0;2838;Rslt;24
2016;Value14;Value8;Value14;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2010-11-24 16:28:54;52951;0;Asss;14
2016;Value6;Value8;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2010-11-25 07:02:44;521;52430;Tict;14
2016;Value6;Value8;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2010-11-25 07:11:25;0;52951;Rslt;13
2017;Value1;Value16;Value1;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-09-22 06:37:00;614155;0;Asss;39
2017;Value13;Value16;Value13;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-09-22 12:39:07;592428;21727;Tict;42
2017;Value13;Value16;Value13;Value2;Value1;Value1;Value2;Value1;Value1;Value1;2011-09-29 09:12:55;0;614155;Rslt;36
2018;Value13;Value22;Value13;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-06-13 06:29:16;98072;0;Asss;13
2018;Value13;Value22;Value13;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-06-13 06:29:26;98062;10;Tict;13
2018;Value13;Value22;Value13;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-06-13 08:40:43;90185;7887;Wait;13
2018;Value13;Value22;Value13;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-06-14 05:49:33;14055;84017;Tict;13
2018;Value13;Value22;Value13;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2011-06-14 09:43:48;0;98072;Rslt;15
2019;Value8;Value258;Value8;Value2;Value1;Value2;Value2;Value1;Value1;Value1;2011-05-13 12:03:21;247150;0;Asss;24
2019;Value8;Value258;Value8;Value2;Value1;Value2;Value2;Value1;Value1;Value1;2011-05-13 12:03:33;247138;12;Tict;24
2019;Value8;Value258;Value8;Value2;Value1;Value2;Value2;Value1;Value1;Value1;2011-05-13 12:13:31;246540;610;Wait;24
2019;Value8;Value258;Value8;Value2;Value1;Value2;Value2;Value1;Value1;Value1;2011-05-16 08:42:25;6;247144;Tict;24
2019;Value8;Value258;Value8;Value2;Value1;Value2;Value2;Value1;Value1;Value1;2011-05-16 08:42:31;0;247150;Rslt;23
2020;Value2;Value189;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-04-20 13:27:40;500459;0;Asss;31
2020;Value2;Value189;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-04-26 08:28:33;6;500453;Tict;40
2020;Value2;Value189;Value2;Value3;Value1;Value2;Value2;Value1;Value1;Value1;2010-04-26 08:28:39;0;500459;Rslt;39
2023;Value13;Value224;Value13;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-01-20 15:59:27;117;0;Asss;38
2023;Value9;Value224;Value9;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-01-20 16:01:24;0;117;Rslt;37
2023;Value9;Value224;Value9;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-01-20 16:01:24;0;117;Rslt;37
2024;Value1;Value28;Value1;Value1;Value1;Value2;Value3;Value1;Value1;Value1;2012-06-08 07:14:40;1830956;0;Asss;28
2024;Value9;Value28;Value9;Value1;Value1;Value2;Value3;Value1;Value1;Value1;2012-06-20 14:13:31;769025;1061931;Tict;33
2024;Value9;Value28;Value9;Value1;Value1;Value2;Value3;Value1;Value1;Value1;2012-06-26 07:44:00;273996;1556960;Wait;31
2024;Value9;Value28;Value9;Value1;Value1;Value2;Value3;Value1;Value1;Value1;2012-06-29 11:50:36;0;1830956;Rslt;34
2025;Value4;Value9;Value4;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-01-12 07:34:21;362250;0;Asss;42
2025;Value6;Value9;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-01-12 07:45:12;361599;651;Tict;42
2025;Value6;Value9;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-01-16 12:11:51;0;362250;Rslt;40
2025;Value6;Value9;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value2;2012-01-16 12:11:51;0;362250;Rslt;40
2026;Value1;Value9;Value1;Value3;Value1;Value2;Value2;Value2;Value1;Value4;2012-01-10 10:15:26;525245;0;Asss;34
2026;Value6;Value9;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value4;2012-01-10 10:47:30;523321;1924;Tict;34
2026;Value6;Value9;Value6;Value3;Value1;Value2;Value2;Value2;Value1;Value4;2012-01-16 12:09:31;0;525245;Rslt;41
2027;Value1;Value161;Value1;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-01-26 12:21:51;1634300;0;Asss;32
2027;Value9;Value161;Value9;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-01-27 09:14:35;1559136;75164;Tict;29
2027;Value9;Value161;Value9;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-02-06 13:00:19;681592;952708;Wait;24
2027;Value9;Value161;Value9;Value1;Value1;Value1;Value2;Value1;Value1;Value1;2012-02-14 10:20:11;0;1634300;Rslt;26
