Part Desc;Work Order Qty;Case ID;Activity;Resource;Report Type;Worker ID;Qty Completed;Qty for MRB;activity_duration;Complete Timestamp;weekday;hour;timesincelastevent;timesincecasestart;remtime;event_nr;open_cases
Adapter;720;Case 87;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4932;25;0;38940.0;2012-02-17 06:51:00;4;6;53100.0;392160.0;2788980.0;20;62
Shim;60;Case 234;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4794;4;0;21960.0;2012-02-17 06:53:00;4;6;25620.0;1524840.0;3467580.0;23;62
Cable Head;5;Case 245;Round Grinding - Manual;Machine 27 - Grinding;D;ID4528;5;0;38040.0;2012-02-17 06:54:00;4;6;86400.0;2470620.0;237960.0;15;62
Ballnut;250;Case 28;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4794;53;0;38220.0;2012-02-17 06:54:00;4;6;80220.0;1322100.0;2311560.0;22;62
Adapter;720;Case 87;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;2100.0;2012-02-17 07:35:00;4;7;2640.0;394800.0;2786340.0;21;62
Ballnut;168;Case 209;Turning & Milling Q.C.;Quality Check 1;D;ID4618;168;0;540.0;2012-02-17 08:07:00;4;8;159900.0;264420.0;492780.0;7;62
Ballnut;26;Case 43;Turning & Milling Q.C.;Quality Check 1;D;ID4618;26;0;660.0;2012-02-17 08:22:00;4;8;40740.0;114780.0;319080.0;6;62
Ballnut;250;Case 28;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;5520.0;2012-02-17 08:29:00;4;8;5700.0;1327800.0;2305860.0;23;62
Housing;400;Case 32;Round Grinding - Machine 2;Machine 2 - Round Grinding;S;ID4355;1;0;5700.0;2012-02-17 08:30:00;4;8;53160.0;2047500.0;577800.0;37;62
Ballnut;10;Case 75;Round Grinding - Machine 12;Machine 12 - Grinding;S;ID4872;0;0;5400.0;2012-02-17 08:30:00;4;8;63420.0;1289400.0;352200.0;10;62
Shim;60;Case 234;Turning & Milling Q.C.;Quality Check 1;D;ID4287;0;0;6000.0;2012-02-17 08:40:00;4;8;6420.0;1531260.0;3461160.0;24;62
Spur Gear;40;Case 242;Final Inspection Q.C.;Quality Check 1;D;ID4287;24;0;1800.0;2012-02-17 09:30:00;4;9;30600.0;760260.0;0.0;29;61
Piston;200;Case 192;Final Inspection Q.C.;Quality Check 1;D;ID4287;0;0;3600.0;2012-02-17 10:30:00;4;10;59760.0;3198600.0;790440.0;43;61
Socket;40;Case 61;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;D;ID3846;9;0;12360.0;2012-02-17 10:31:00;4;10;13500.0;66360.0;3558000.0;5;61
Punch Plate;151;Case 21;Final Inspection Q.C.;Quality Check 1;D;ID4618;0;0;5820.0;2012-02-17 10:52:00;4;10;67620.0;3085020.0;396480.0;25;61
Ballnut;250;Case 28;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;120.0;2012-02-17 10:52:00;4;10;8580.0;1336380.0;2297280.0;24;61
Adapter;720;Case 87;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4167;17;0;21600.0;2012-02-17 11:21:00;4;11;13560.0;408360.0;2772780.0;22;61
Adapter;720;Case 87;Turning & Milling Q.C.;Quality Check 1;D;ID4618;245;0;360.0;2012-02-17 11:23:00;4;11;120.0;408480.0;2772660.0;23;61
Socket;40;Case 61;Turning & Milling Q.C.;Quality Check 1;S;ID4287;0;0;6540.0;2012-02-17 11:49:00;4;11;4680.0;71040.0;3553320.0;6;61
Housing;400;Case 32;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;80;0;1380.0;2012-02-17 12:02:00;4;12;12720.0;2060220.0;565080.0;38;61
Housing;400;Case 32;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4355;20;0;12840.0;2012-02-17 12:05:00;4;12;180.0;2060400.0;564900.0;39;61
Fastener;50;Case 73;Round Grinding - Q.C.;Quality Check 1;D;ID4618;49;0;1440.0;2012-02-17 12:13:00;4;12;45780.0;796140.0;179100.0;18;61
Ballnut;10;Case 75;Round Grinding - Machine 12;Machine 12 - Grinding;D;ID4872;0;0;14400.0;2012-02-17 12:30:00;4;12;14400.0;1303800.0;337800.0;11;61
Piston;200;Case 192;Milling - Machine 14;Machine 14 - Milling;D;ID4162;0;0;21600.0;2012-02-17 12:36:00;4;12;7560.0;3206160.0;782880.0;44;61
Ring;35;Case 145;Turning - Machine 8;Machine 8 - Turning & Milling;D;ID0997;27;0;19920.0;2012-02-17 12:41:00;4;12;43140.0;43140.0;1970820.0;2;61
Spinner;100;Case 256;Final Inspection Q.C.;Quality Check 1;S;ID4287;0;0;3240.0;2012-02-17 12:44:00;4;12;250380.0;2746380.0;332160.0;59;61
Housing;400;Case 32;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;100;0;12360.0;2012-02-17 12:45:00;4;12;2400.0;2062800.0;562500.0;40;61
Ballnut;250;Case 28;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4167;6;0;10800.0;2012-02-17 12:49:00;4;12;7020.0;1343400.0;2290260.0;25;61
Cable Head;51;Case 29;Turning & Milling - Machine 10;Machine 10 - Grinding;S;ID3846;0;0;8280.0;2012-02-17 12:50:00;4;12;75240.0;220740.0;3541740.0;3;61
Cable Head;51;Case 29;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID4641;24;0;65400.0;2012-02-18 07:00:00;5;7;65400.0;286140.0;3476340.0;4;61
Ballnut;250;Case 28;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4529;5;0;4740.0;2012-02-18 14:30:00;5;14;92460.0;1435860.0;2197800.0;26;61
Cable Head;51;Case 29;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID4641;17;0;54000.0;2012-02-18 22:00:00;5;22;54000.0;340140.0;3422340.0;5;61
Ballnut;315;Case 260;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4445;0;0;360.0;2012-02-18 22:16:00;5;22;142440.0;3512760.0;2127720.0;48;61
Adapter;720;Case 87;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4529;28;0;36000.0;2012-02-18 23:15:00;5;23;129120.0;537600.0;2643540.0;24;61
Punch Holder;350;Case 267;Round Grinding - Machine 3;Machine 3 - Round Grinding;S;ID4445;0;0;6780.0;2012-02-19 00:10:00;6;0;1094460.0;3823920.0;3459000.0;53;61
Ballnut;21;Case 146;Packing;Packing;D;ID4820;21;0;3600.0;2012-02-19 01:00:00;6;1;0.0;0.0;27600.0;1;62
Fastener;50;Case 73;Packing;Packing;D;ID4820;49;0;3600.0;2012-02-19 01:00:00;6;1;132420.0;928560.0;46680.0;19;62
Ballnut;250;Case 28;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4641;2;0;23280.0;2012-02-19 05:14:00;6;5;53040.0;1488900.0;2144760.0;27;62
Cable Head;51;Case 29;Turning & Milling - Machine 10;Machine 10 - Grinding;D;ID4641;7;0;19440.0;2012-02-19 06:47:00;6;6;31620.0;371760.0;3390720.0;6;62
Adapter;720;Case 87;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4641;15;0;31080.0;2012-02-19 06:48:00;6;6;27180.0;564780.0;2616360.0;25;62
Socket;40;Case 61;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;S;ID4641;0;0;14700.0;2012-02-19 06:50:00;6;6;154860.0;225900.0;3398460.0;7;62
Punch Holder;350;Case 267;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4445;42;0;24300.0;2012-02-19 06:55:00;6;6;24300.0;3848220.0;3434700.0;54;62
Ring;35;Case 145;Turning - Machine 8;Machine 8 - Turning & Milling;D;ID4219;0;0;1620.0;2012-02-19 07:17:00;6;7;153360.0;196500.0;1817460.0;3;62
Punch Holder;350;Case 267;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID0420;3;0;1260.0;2012-02-19 07:20:00;6;7;1500.0;3849720.0;3433200.0;55;62
Housing;400;Case 32;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID4882;46;0;3480.0;2012-02-19 08:39:00;6;8;158040.0;2220840.0;404460.0;41;62
Ballnut;21;Case 146;Final Inspection Q.C.;Quality Check 1;D;ID4287;21;0;6000.0;2012-02-19 08:40:00;6;8;27600.0;27600.0;0.0;2;61
Cable Head;150;Case 257;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;6000.0;2012-02-19 08:40:00;6;8;232020.0;3365880.0;3456000.0;35;61
Ballnut;250;Case 28;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;B;ID4529;0;0;64800.0;2012-02-19 09:00:00;6;9;13560.0;1502460.0;2131200.0;28;61
Ring;35;Case 145;Turning - Machine 8;Machine 8 - Turning & Milling;D;ID4219;6;0;2280.0;2012-02-19 10:17:00;6;10;10800.0;207300.0;1806660.0;4;61
Bearing;70;Case 55;Turning & Milling Q.C.;Quality Check 1;D;ID4287;60;0;5400.0;2012-02-19 10:30:00;6;10;560760.0;837720.0;2472300.0;10;61
Cable Head;150;Case 257;Final Inspection Q.C.;Quality Check 1;D;ID4163;41;0;6000.0;2012-02-19 10:40:00;6;10;7200.0;3373080.0;3448800.0;36;61
Socket;40;Case 61;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;S;ID3846;1;0;6600.0;2012-02-19 10:53:00;6;10;14580.0;240480.0;3383880.0;8;61
Ring;10;Case 66;Turning - Machine 8;Machine 8 - Turning & Milling;S;ID4219;1;0;2400.0;2012-02-19 10:58:00;6;10;0.0;0.0;1808880.0;1;62
Shim;60;Case 234;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;B;ID4429;0;0;15000.0;2012-02-19 11:00:00;6;11;181200.0;1712460.0;3279960.0;25;62
Socket;40;Case 61;Turning & Milling Q.C.;Quality Check 1;D;ID4287;0;0;3600.0;2012-02-19 11:30:00;6;11;2220.0;242700.0;3381660.0;9;62
Housing;400;Case 32;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;113;0;2400.0;2012-02-19 11:38:00;6;11;10740.0;2231580.0;393720.0;42;62
Ballnut;10;Case 75;Round Grinding - Machine 12;Machine 12 - Grinding;D;ID4528;10;0;9600.0;2012-02-19 12:00:00;6;12;171000.0;1474800.0;166800.0;12;62
Socket;40;Case 61;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;S;ID3846;1;0;5400.0;2012-02-19 12:24:00;6;12;3240.0;245940.0;3378420.0;10;62
Ballnut;4;Case 76;Round Grinding - Machine 12;Machine 12 - Grinding;D;ID4528;4;0;1800.0;2012-02-19 12:30:00;6;12;0.0;0.0;164940.0;1;63
Shim;60;Case 234;Turning & Milling Q.C.;Quality Check 1;D;ID4287;0;0;4800.0;2012-02-19 12:50:00;6;12;6600.0;1719060.0;3273360.0;26;63
Cable Head;150;Case 257;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;7800.0;2012-02-19 12:50:00;6;12;7800.0;3380880.0;3441000.0;37;63
Drill;325;Case 259;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;185;0;13800.0;2012-02-19 12:55:00;6;12;214800.0;2843700.0;3326700.0;37;63
Housing;400;Case 32;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4385;0;0;15360.0;2012-02-19 13:23:00;6;13;6300.0;2237880.0;387420.0;43;63
Ring;10;Case 66;Turning - Machine 8;Machine 8 - Turning & Milling;D;ID4219;9;0;8820.0;2012-02-19 13:26:00;6;13;8880.0;8880.0;1800000.0;2;63
Punch Holder;350;Case 267;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID0420;23;0;16560.0;2012-02-19 13:40:00;6;13;22800.0;3872520.0;3410400.0;56;63
Fastener;50;Case 73;Final Inspection Q.C.;Quality Check 1;D;ID4618;49;0;17880.0;2012-02-19 13:58:00;6;13;46680.0;975240.0;0.0;20;62
Cable Head;153;Case 266;Final Inspection Q.C.;Quality Check 1;D;ID4163;44;0;2820.0;2012-02-19 14:07:00;6;14;263280.0;3994020.0;3409680.0;55;62
Cable Head;40;Case 196;Grinding Rework - Machine 27;Machine 27 - Grinding;D;ID4528;0;0;7020.0;2012-02-19 14:09:00;6;14;2844600.0;2844600.0;125460.0;2;62
Cable Head;557;Case 18;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;0;0;22020.0;2012-02-19 14:28:00;6;14;262140.0;2797020.0;3433440.0;74;62
Ballnut;26;Case 43;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;26;0;900.0;2012-02-19 14:43:00;6;14;195660.0;310440.0;123420.0;7;62
Spur Gear;20;Case 9;Final Inspection Q.C.;Quality Check 1;D;ID4287;0;0;6000.0;2012-02-19 15:00:00;6;15;271800.0;1724460.0;122400.0;10;62
Adjusting Nut;28;Case 58;Final Inspection Q.C.;Quality Check 1;D;ID4618;28;0;30060.0;2012-02-19 15:11:00;6;15;637140.0;878100.0;35340.0;5;62
Socket;40;Case 61;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;D;ID3846;7;0;8880.0;2012-02-19 15:14:00;6;15;10200.0;256140.0;3368220.0;11;62
Cable Head;5;Case 245;Final Inspection Q.C.;Quality Check 1;D;ID4493;4;0;30000.0;2012-02-19 15:20:00;6;15;203160.0;2673780.0;34800.0;16;62
Drill;325;Case 259;Final Inspection Q.C.;Quality Check 1;D;ID4618;185;0;9060.0;2012-02-19 15:51:00;6;15;10560.0;2854260.0;3316140.0;38;62
Ballnut;250;Case 28;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4794;50;0;22320.0;2012-02-19 15:53:00;6;15;24780.0;1527240.0;2106420.0;29;62
Ring;10;Case 66;Turning Q.C.;Quality Check 1;D;ID4618;10;0;60.0;2012-02-19 15:53:00;6;15;8820.0;17700.0;1791180.0;3;62
Ring;35;Case 145;Turning Q.C.;Quality Check 1;D;ID4618;35;0;60.0;2012-02-19 15:55:00;6;15;20280.0;227580.0;1786380.0;5;62
Housing;400;Case 32;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;70;0;5520.0;2012-02-19 15:55:00;6;15;9120.0;2247000.0;378300.0;44;62
Housing;20;Case 34;Round Grinding - Machine 12;Machine 12 - Grinding;S;ID4528;0;0;4860.0;2012-02-19 15:59:00;6;15;1213140.0;1808160.0;205260.0;17;62
Cable Head;40;Case 196;Final Inspection Q.C.;Quality Check 1;D;ID4493;3;0;2760.0;2012-02-19 16:01:00;6;16;6720.0;2851320.0;118740.0;3;62
Ballnut;9;Case 62;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;S;ID4219;0;0;9360.0;2012-02-19 16:03:00;6;16;0.0;0.0;2487600.0;1;63
Adapter;720;Case 87;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4932;36;0;33000.0;2012-02-19 16:04:00;6;16;33360.0;598140.0;2583000.0;26;63
Spur Gear;10;Case 39;Round Grinding - Q.C.;Quality Check 1;S;ID4287;0;0;4020.0;2012-02-19 16:07:00;6;16;276060.0;521100.0;0.0;13;62
Adjusting Nut;28;Case 58;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;28;0;4500.0;2012-02-19 16:24:00;6;16;4380.0;882480.0;30960.0;6;62
Housing;400;Case 32;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;0;0;9660.0;2012-02-19 17:10:00;6;17;4500.0;2251500.0;373800.0;45;62
Housing;20;Case 34;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4528;0;0;6660.0;2012-02-19 17:51:00;6;17;6720.0;1814880.0;198540.0;18;62
Cast;198;Case 44;Turn & Mill. & Screw Assem - Machine 10;Machine 10 - Grinding;S;ID4132;0;0;4980.0;2012-02-19 17:52:00;6;17;0.0;0.0;2185680.0;1;63
Housing;400;Case 32;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4385;40;0;11400.0;2012-02-19 17:59:00;6;17;2940.0;2254440.0;370860.0;46;63
Fastener;313;Case 237;Final Inspection Q.C.;Quality Check 1;D;ID4618;0;0;3540.0;2012-02-19 18:01:00;6;18;1054800.0;4121160.0;1453740.0;34;63
Shim;60;Case 234;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4429;5;0;25260.0;2012-02-19 18:02:00;6;18;18720.0;1737780.0;3254640.0;27;63
Cable Head;150;Case 257;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;14100.0;2012-02-19 18:02:00;6;18;18720.0;3399600.0;3422280.0;38;63
Spur Gear;105;Case 230;Round Grinding - Machine 12;Machine 12 - Grinding;D;ID4872;0;0;6540.0;2012-02-19 18:13:00;6;18;1760940.0;3862740.0;852960.0;19;63
Piston;200;Case 192;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;D;ID4162;0;0;39660.0;2012-02-19 18:46:00;6;18;195000.0;3401160.0;587880.0;45;63
Ballnut;250;Case 28;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4167;16;0;13800.0;2012-02-19 20:15:00;6;20;15720.0;1542960.0;2090700.0;30;63
Piston;200;Case 192;Milling - Machine 14;Machine 14 - Milling;D;ID4162;3;0;7920.0;2012-02-19 21:00:00;6;21;8040.0;3409200.0;579840.0;46;63
Punch Holder;350;Case 267;Round Grinding - Machine 3;Machine 3 - Round Grinding;S;ID4445;0;0;4980.0;2012-02-19 21:22:00;6;21;27720.0;3900240.0;3382680.0;57;63
Cable Head;5;Case 251;other;other;D;other;5;0;6420.0;2012-02-19 23:29:00;6;23;460920.0;3654840.0;309960.0;8;63
Housing;400;Case 32;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4872;30;0;19860.0;2012-02-19 23:44:00;6;23;20700.0;2275140.0;350160.0;47;63
Adapter;720;Case 87;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4167;20;0;26460.0;2012-02-19 23:46:00;6;23;27720.0;625860.0;2555280.0;27;63
Socket;40;Case 61;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;D;ID4641;12;0;16140.0;2012-02-20 00:34:00;0;0;33600.0;289740.0;3334620.0;12;63
Cable Head;5;Case 245;Packing;Packing;D;ID4820;4;0;3600.0;2012-02-20 01:00:00;0;1;34800.0;2708580.0;0.0;17;61
Cable Head;150;Case 257;Packing;Packing;D;ID4820;41;0;3600.0;2012-02-20 01:00:00;0;1;25080.0;3424680.0;3397200.0;39;61
Cable Head;153;Case 266;Packing;Packing;D;ID4820;44;0;3600.0;2012-02-20 01:00:00;0;1;39180.0;4033200.0;3370500.0;56;61
Adjusting Nut;28;Case 58;Packing;Packing;D;ID4820;28;0;3600.0;2012-02-20 01:00:00;0;1;30960.0;913440.0;0.0;7;61
Cable Head;33;Case 19;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;0;0;4500.0;2012-02-20 01:15:00;0;1;1612560.0;1760700.0;293820.0;6;61
Cast;198;Case 44;Turn & Mill. & Screw Assem - Machine 10;Machine 10 - Grinding;S;ID4641;1;0;25680.0;2012-02-20 03:15:00;0;3;33780.0;33780.0;2151900.0;2;61
Ballnut;250;Case 28;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4529;30;0;36000.0;2012-02-20 06:15:00;0;6;36000.0;1578960.0;2054700.0;31;61
Shim;60;Case 234;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4529;6;0;36120.0;2012-02-20 06:16:00;0;6;44040.0;1781820.0;3210600.0;28;61
Adapter;720;Case 87;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4529;18;0;23340.0;2012-02-20 06:16:00;0;6;23400.0;649260.0;2531880.0;28;61
Ballnut;9;Case 62;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;B;ID4219;0;0;52620.0;2012-02-20 06:41:00;0;6;52680.0;52680.0;2434920.0;2;61
Cast;198;Case 44;Turn & Mill. & Screw Assem - Machine 10;Machine 10 - Grinding;D;ID4641;12;0;12900.0;2012-02-20 06:50:00;0;6;12900.0;46680.0;2139000.0;3;61
Punch Holder;350;Case 267;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID4445;54;0;34140.0;2012-02-20 06:52:00;0;6;34200.0;3934440.0;3348480.0;58;61
Housing;400;Case 32;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4445;35;0;24900.0;2012-02-20 06:52:00;0;6;25680.0;2300820.0;324480.0;48;61
Punch Holder;350;Case 267;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID0420;22;0;60600.0;2012-02-20 07:00:00;0;7;480.0;3934920.0;3348000.0;59;61
Adapter;720;Case 87;Turning & Milling Q.C.;Quality Check 1;D;ID4618;0;0;1620.0;2012-02-20 07:17:00;0;7;3660.0;652920.0;2528220.0;29;61
Ballnut;250;Case 28;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4794;16;0;60.0;2012-02-20 07:49:00;0;7;5640.0;1584600.0;2049060.0;32;61
Ballnut;250;Case 28;Turning & Milling Q.C.;Quality Check 1;D;ID4618;240;0;60.0;2012-02-20 07:50:00;0;7;60.0;1584660.0;2049000.0;33;61
Punch Plate;151;Case 21;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID0420;3;0;60.0;2012-02-20 08:25:00;0;8;250380.0;3335400.0;146100.0;26;61
Punch Plate;151;Case 21;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID0420;3;0;60.0;2012-02-20 08:26:00;0;8;60.0;3335460.0;146040.0;27;61
Cable Head;150;Case 257;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;6000.0;2012-02-20 08:40:00;0;8;27600.0;3452280.0;3369600.0;40;61
Spur Gear;20;Case 9;Final Inspection Q.C.;Quality Check 1;D;ID4618;20;0;60.0;2012-02-20 09:08:00;0;9;65280.0;1789740.0;57120.0;11;61
Punch Plate;151;Case 21;Final Inspection Q.C.;Quality Check 1;D;ID4618;144;0;4500.0;2012-02-20 09:41:00;0;9;4500.0;3339960.0;141540.0;28;61
Ballnut;26;Case 43;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;26;0;2160.0;2012-02-20 10:24:00;0;10;70860.0;381300.0;52560.0;8;61
Bearing;70;Case 55;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID4882;60;0;2940.0;2012-02-20 10:38:00;0;10;86880.0;924600.0;2385420.0;11;61
Housing;20;Case 34;Round Grinding - Machine 12;Machine 12 - Grinding;D;ID4528;11;0;12660.0;2012-02-20 10:42:00;0;10;60660.0;1875540.0;137880.0;19;61
Ring;10;Case 66;Flat Grinding - Machine 11;Machine 11 - Grinding;D;ID0998;10;0;3420.0;2012-02-20 11:21:00;0;11;70080.0;87780.0;1721100.0;4;61
Cast;198;Case 44;Turn & Mill. & Screw Assem - Machine 10;Machine 10 - Grinding;D;ID4132;6;0;16140.0;2012-02-20 11:36:00;0;11;17160.0;63840.0;2121840.0;4;61
Ballnut;26;Case 43;Final Inspection Q.C.;Quality Check 1;D;ID4618;26;0;3600.0;2012-02-20 12:11:00;0;12;6420.0;387720.0;46140.0;9;61
Ballnut;168;Case 209;Laser Marking - Machine 7;Machine 7- Laser Marking;D;ID0998;168;0;4500.0;2012-02-20 12:37:00;0;12;275400.0;539820.0;217380.0;8;61
Cable Head;150;Case 179;Grinding Rework - Machine 12;Machine 12 - Grinding;D;ID4528;0;0;7500.0;2012-02-20 12:50:00;0;12;3153000.0;3419940.0;240600.0;4;61
Cable Head;5;Case 251;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;13800.0;2012-02-20 12:50:00;0;12;48060.0;3702900.0;261900.0;9;61
Ballnut;9;Case 62;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;S;ID4219;1;0;22620.0;2012-02-20 12:59:00;0;12;22680.0;75360.0;2412240.0;3;61
Ballnut;150;Case 214;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;S;ID4794;2;0;23940.0;2012-02-20 13:50:00;0;13;0.0;0.0;1509000.0;1;62
Spur Gear;105;Case 230;Round Grinding - Machine 12;Machine 12 - Grinding;S;ID4528;0;0;2400.0;2012-02-20 14:00:00;0;14;71220.0;3933960.0;781740.0;20;62
Housing;400;Case 32;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4385;5;0;25020.0;2012-02-20 14:05:00;0;14;25980.0;2326800.0;298500.0;49;62
Housing;400;Case 32;Final Inspection Q.C.;Quality Check 1;D;ID4493;131;0;25980.0;2012-02-20 14:15:00;0;14;600.0;2327400.0;297900.0;50;62
Punch Holder;350;Case 267;Round Grinding - Machine 3;Machine 3 - Round Grinding;D;ID0420;41;0;30300.0;2012-02-20 15:27:00;0;15;30420.0;3965340.0;3317580.0;60;62
Socket;40;Case 61;Turning & Milling - Machine 9;Machine 9 - Turning & Milling;D;ID3846;19;0;30420.0;2012-02-20 15:27:00;0;15;53580.0;343320.0;3281040.0;13;62
Fastener;313;Case 237;Final Inspection Q.C.;Quality Check 1;D;ID4618;49;0;29700.0;2012-02-20 15:33:00;0;15;77520.0;4198680.0;1376220.0;35;62
Fastener;313;Case 237;Final Inspection Q.C.;Quality Check 1;D;ID4618;0;0;60.0;2012-02-20 15:35:00;0;15;120.0;4198800.0;1376100.0;36;62
Ballnut;9;Case 62;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;B;ID4219;0;0;9300.0;2012-02-20 15:35:00;0;15;9360.0;84720.0;2402880.0;4;62
Housing;400;Case 32;Round Grinding - Machine 2;Machine 2 - Round Grinding;D;ID4385;40;0;6240.0;2012-02-20 15:50:00;0;15;5700.0;2333100.0;292200.0;51;62
Ballnut;150;Case 214;Turning & Milling - Machine 6;Machine 6 - Turning & Milling;D;ID4794;9;0;7260.0;2012-02-20 15:51:00;0;15;7260.0;7260.0;1501740.0;2;62
Adapter;720;Case 87;Turning & Milling - Machine 4;Machine 4 - Turning & Milling;D;ID4932;24;0;32220.0;2012-02-20 15:57:00;0;15;31200.0;684120.0;2497020.0;30;62
Cable Head;33;Case 19;Lapping - Machine 1;Machine 1 - Lapping;D;ID4882;31;0;2280.0;2012-02-20 15:59:00;0;15;53040.0;1813740.0;240780.0;7;62
Piston;200;Case 192;Milling - Machine 14;Machine 14 - Milling;D;ID4162;2;0;5640.0;2012-02-20 16:06:00;0;16;68760.0;3477960.0;511080.0;47;62
Cable Head;185;Case 225;Final Inspection Q.C.;Quality Check 1;D;ID4163;0;0;10260.0;2012-02-20 16:11:00;0;16;619860.0;3975540.0;3315840.0;51;62
Socket;40;Case 61;Turning & Milling Q.C.;Quality Check 1;D;ID4493;39;0;10860.0;2012-02-20 16:49:00;0;16;4920.0;348240.0;3276120.0;14;62
Socket;40;Case 61;other;other;D;other;39;0;0.0;2012-02-20 16:54:00;0;16;300.0;348540.0;3275820.0;15;62
Socket;40;Case 61;Turning & Milling Q.C.;Quality Check 1;D;ID4493;0;0;180.0;2012-02-20 16:55:00;0;16;60.0;348600.0;3275760.0;16;62
Shim;60;Case 234;Turning & Milling - Machine 5;Machine 5 - Turning & Milling;D;ID4429;6;0;36000.0;2012-02-20 17:00:00;0;17;38640.0;1820460.0;3171960.0;29;62
Ballnut;9;Case 62;Turning & Milling - Machine 8;Machine 8 - Turning & Milling;D;ID4219;8;0;5460.0;2012-02-20 17:07:00;0;17;5520.0;90240.0;2397360.0;5;62
Ring;35;Case 145;Flat Grinding - Machine 11;Machine 11 - Grinding;D;ID0998;35;0;22680.0;2012-02-20 17:39:00;0;17;92640.0;320220.0;1693740.0;6;62
Ballnut;168;Case 209;Lapping - Machine 1;Machine 1 - Lapping;D;ID0998;168;0;22500.0;2012-02-20 17:39:00;0;17;18120.0;557940.0;199260.0;9;62
